defined_class	defined_class_label	french_term	definition	definition_source	act_source
GCDE:0046329	scientific research and experimental development financing contract	avantage fiscal	the meaning assigned by subsection 1946;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046330	securities lending arrangement	attribut fiscal	an arrangement under whicha a person in this section referred to as the  lender  transfers or lends at any particular time a qualified security to another person in this section referred to as the  borrower ,b it may reasonably be expected, at the particular time, that the borrower will transfer or return after the particular time to the lender a security in this section referred to as an  identical security  that is identical to the security so transferred or lent,c the borrower is obligated to pay to the lender amounts equal to and as compensation for all amounts, if any, paid on the security that would have been received by the borrower if the borrower had held the security throughout the period that begins after the particular time and that ends at the time an identical security is transferred or returned to the lender,d the lender s risk of loss or opportunity for gain or profit with respect to the security is not changed in any material respect, ande if the lender and the borrower do not deal with each other at arm s length, it is intended that neither the arrangement nor any series of securities lending arrangements, loans or other transactions of which the arrangement is a part be in effect for more than 270 days,but does not include an arrangement one of the main purposes of which may reasonably be considered to be to avoid or defer the inclusion in income of any gain or profit with respect to the security.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046331	self-contained domestic establishment	opération	a dwelling-house, apartment or other similar place of residence in which place a person as a general rule sleeps and eats;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046332	separation agreement	arrangement admissible de participation au coût	an agreement by which a person agrees to make payments on a periodic basis for the maintenance of a former spouse or common-law partner, children of the marriage or common-law partnership or both the former spouse or common-law partner and children of the marriage or common-law partnership, after the marriage or common-law partnership has been dissolved, whether the agreement was made before or after the marriage or common-law partnership was dissolved;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046333	shareholder	avantage fiscal	a member or other person entitled to receive payment of a dividend;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046334	SIFT partnership balance-due day	opération	in respect of a taxation year of a SIFT partnership, means the day on or before which the partnership is required to file a return for the taxation year under section 229 of the Income Tax Regulations;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046335	SIFT trust wind-up event	prix de transfert	a distribution by a particular trust resident in Canada of property to a taxpayer in respect of which the following conditions are met:a the distribution occurs before 2013,b there is a resulting disposition of all of the taxpayer s interest as a beneficiary under the particular trust,c the particular trust isi a SIFT wind-up entity,ii a trust whose only beneficiary throughout the period referred to in this definition as the  qualifying period  that begins on July 14, 2008 and that ends at the time of the distribution is another trust that throughout the qualifying periodA is resident in Canada, andB is a SIFT wind-up entity or a trust described by this subparagraph, oriii a trust whose only beneficiary at the time of distribution is another trust that throughout the qualifying periodA is resident in Canada,B is a SIFT wind-up entity or a trust described by subparagraph ii, andC is a majority interest beneficiary within the meaning that would be assigned by section 251.1 if the references in the definition majority interest beneficiary in subsection 251.13 to  50%  were read as references to  25%  of the particular trust,d the particular trust ceases to exist immediately after the distribution or immediately after the last of a series of SIFT trust wind-up events determined without reference to this paragraph of the particular trust that includes the distribution, ande the property was not acquired by the particular trust as a result of a transfer or an exchangei that isA a qualifying exchange as defined in subsection 132.21 or a qualifying disposition as defined in subsection 107.41,B made after February 2, 2009, andC from any person other than a SIFT wind-up entity, orii to which any of sections 51, 85, 85.1, 86, 87, 88, 107.4 or 132.2 applies, of another property acquired as a result of a transfer or an exchange described by subparagraph i or this subparagraph;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046336	SIFT wind-up corporation	entreprise exploitée activement	in respect of a SIFT wind-up entity, means at any particular time a corporation a that, at any time that is after July 13, 2008 and before the earlier of the particular time and January 1, 2013, owns all of the equity in the SIFT wind-up entity, orb shares of the capital stock of which are at or before the particular time distributed on a SIFT trust wind-up event of the SIFT wind-up entity;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046337	SIFT wind-up entity	prix de base rajusté	a trust or partnership that at any time in the period that began on October 31, 2006 and that ends on July 14, 2008 isa a SIFT trust determined without reference to subsection 122.12,b a SIFT partnership determined without reference to subsection 1978, orc a real estate investment trust as defined in subsection 122.11;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046338	SIFT wind-up entity equity	rente viagère différée à un âge avancé	or equity in a SIFT wind-up entity, meansa if the SIFT wind-up entity is a trust, a capital interest determined without reference to subsection 25 in the trust, andb if the SIFT wind-up entity is a partnership, an interest as a member of the partnership where, by operation of any law governing the arrangement in respect of the partnership, the liability of the member as a member of the partnership is limited,except that if all of the interests described in paragraph a or b, as the case may be, in the SIFT wind-up entity are described by reference to units, it means the part of the interest represented by such a unit;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046339	small business corporation	revenu de placement total	at any particular time, means, subject to subsection 110.615, a particular corporation that is a Canadian-controlled private corporation all or substantially all of the fair market value of the assets of which at that time is attributable to assets that area used principally in an active business carried on primarily in Canada by the particular corporation or by a corporation related to it,b shares of the capital stock or indebtedness of one or more small business corporations that are at that time connected with the particular corporation within the meaning of subsection 1864 on the assumption that the small business corporation is at that time a payer corporation within the meaning of that subsection, orc assets described in paragraphs a and b,including, for the purpose of paragraph 391c, a corporation that was at any time in the 12 months preceding that time a small business corporation, and, for the purpose of this definition, the fair market value of a net income stabilization account shall be deemed to be nil;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046340	specified financial institution	perte déductible au titre d’un placement d’entreprise	at any time, meansa a bank,b a corporation licensed or otherwise authorized under the laws of Canada or a province to carry on in Canada the business of offering to the public its services as trustee,c a credit union,d an insurance corporation,e a corporation whose principal business is the lending of money to persons with whom the corporation is dealing at arm s length or the purchasing of debt obligations issued by such persons or a combination thereof,e.1 a corporation described in paragraph g of the definition financial institution in subsection 1811,f a corporation that is controlled by one or more corporations described in any of paragraphs a to e.1 and, for the purpose of this paragraph, one corporation is controlled by another corporation if more than 50% of its issued share capital having full voting rights under all circumstances belongs to the other corporation, to persons with whom the other corporation does not deal at arm s length, or to the other corporation and persons with whom the other corporation does not deal at arm s length, org a corporation that is related to a particular corporation described in any of paragraphs a to f, other than a particular corporation described in paragraph e or e.1 the principal business of which is the factoring of trade accounts receivable thati the particular corporation acquired from a related person,ii arose in the course of an active business carried on by a person in this paragraph referred to as the  business entity  related at that time to the particular corporation, andiii at no particular time before that time were held by a person other than a person who was related to the business entity;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046341	specified hedging transaction	perte en capital déductible	in respect of a DRA share of a person or partnership referred to in this definition as the  particular person , means a transaction in this definition, as defined in subsection 2451 or series of transactions that satisfies the following conditions:a it is entered into byi the particular person if the particular person is a registered securities dealer or a partnership each member of which is a registered securities dealer, orii a registered securities dealer or a partnership each member of which is a registered securities dealer in either case, referred to in this definition as the  connected dealer , if the connected dealer does not deal at arm s length with, or is affiliated with, the particular person,b it has the effect, or would have the effect if the transaction or series were entered into by the particular person, of eliminating all or substantially all of the particular person s risk of loss and opportunity for gain or profit in respect of the DRA share, determined without regard to any other transaction or series entered into in respect of the DRA share,c if paragraph 2606a were read without reference to subsection 2606.2, an amount in respect of the transaction or series would be deductible by the particular person or the connected dealer under paragraph 2606a, andd if the transaction or series is entered into by the connected dealer, it can reasonably be considered that the particular person or connected dealer knew or ought to have known that the effect described in paragraph b would result;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046342	specified mutual fund trust	fiducie en faveur de soi-même	at any time, means a mutual fund trust other than a mutual fund trust for which it can reasonably be considered, having regard to all the circumstances, including the terms and conditions of the units of the trust, that the total of all amounts each of which is the fair market value, at that time, of a unit issued by the trust and held by a person exempt from tax under section 149 is all or substantially all of the total of all amounts each of which is the fair market value, at that time, of a unit issued by the trust;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046343	specified pension plan	fiducie au profit d’un athlète amateur	a prescribed arrangement;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046344	specified proportion	montant	of a member of a partnership for a fiscal period of the partnership, means the proportion that the member s share of the total income or loss of the partnership for the partnership s fiscal period is of the partnership s total income or loss for that period and, for the purpose of this definition, where that income or loss for a period is nil, that proportion shall be computed as if the partnership had income for that period in the amount of $1,000,000;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046345	specified securities lending arrangement	rente	an arrangement, other than a securities lending arrangement, under which a a particular person referred to in this definition as a  transferor  transfers or lends at any particular time a property to another person referred to in this definition as a  transferee  and the property isi a particular share described in paragraph a of the definition qualified security, orii a property in respect of which the following conditions are met:A the property isI an interest in a partnership, orII an interest as a beneficiary under a trust, andB all or any part of the fair market value of the property, immediately before the particular time, is derived, directly or indirectly, from a share described in subparagraph i,b it may reasonably be expected, at the particular time, that the transferee   or a person that does not deal at arm s length with, or is affiliated with, the transferee   will transfer or return after the particular time to the transferor   or a person that does not deal at arm s length with, or is affiliated with, the transferor referred to in this definition as a  substitute transferor    a property that is identical or substantially identical to the property so transferred or lent, andc the transferor s together with any substitute transferor s risk of loss or opportunity for gain or profit with respect to the particular property is not changed in any material respect;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046346	specified synthetic equity arrangement	taux de base pour l’année	in respect of a DRA share of a person or partnership, means one or more agreements or other arrangements thata have the effect of providing to a person or partnership all or any portion of the risk of loss or opportunity for gain or profit in respect of the DRA share and, for greater certainty, opportunity for gain or profit includes rights to, benefits from and distributions on a share, andb can reasonably be considered to have been entered into in connection with a synthetic equity arrangement, in respect of the DRA share, or in connection with another specified synthetic equity arrangement, in respect of the DRA share;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046347	specified unitholder	cotisation	of a partnership or trust referred to in this definition as the  entity , the interests in which are described by reference to units, means a taxpayer who would be a specified shareholder of the entity if the entity were a corporation and each unit of the entity were a share of a class of the corporation having the same attributes as the unit;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046348	stock dividend	banque étrangère autorisée	any dividend determined without reference to the definition dividend in this subsection paid by a corporation to the extent that it is paid by the issuance of shares of any class of the capital stock of the corporation;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046349	subsidiary controlled corporation	banque	a corporation more than 50% of the issued share capital of which having full voting rights under all circumstances belongs to the corporation to which it is subsidiary;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046350	subsidiary wholly-owned corporation	failli	a corporation all the issued share capital of which except directors  qualifying shares belongs to the corporation to which it is subsidiary;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046351	superannuation or pension benefit	sables bitumineux	any amount received out of or under a superannuation or pension fund or plan including, except for the purposes of subparagraph 561ai, a pooled registered pension plan and, without restricting the generality of the foregoing, includes any payment made to a beneficiary under the fund or plan or to an employer or former employer of the beneficiary under the fund or plana in accordance with the terms of the fund or plan,b resulting from an amendment to or modification of the fund or plan, orc resulting from the termination of the fund or plan;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046352	synthetic disposition arrangement	argent emprunté	in respect of a property owned by a taxpayer, means one or more agreements or other arrangements thata are entered into by the taxpayer or by a person or partnership that does not deal at arm s length with the taxpayer,b have the effect, or would have the effect if entered into by the taxpayer instead of the person or partnership, of eliminating all or substantially all the taxpayer s risk of loss and opportunity for gain or profit in respect of the property for a definite or indefinite period of time, andc can, in respect of any agreement or arrangement entered into by a person or partnership that does not deal at arm s length with the taxpayer, reasonably be considered to have been entered into, in whole or in part, with the purpose of obtaining the effect described in paragraph b;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046353	synthetic disposition period	commerce	of a synthetic disposition arrangement, means the definite or indefinite period of time during which the synthetic disposition arrangement has, or would have, the effect described in paragraph b of the definition synthetic disposition arrangement in this subsection;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046354	synthetic equity arrangement chain	numéro d’entreprise	in respect of a share owned by a person or partnership, means a synthetic equity arrangement   or a synthetic equity arrangement in combination with one or more specified synthetic equity arrangements   wherea no party to the synthetic equity arrangement or a specified synthetic equity arrangement, if any, is a tax-indifferent investor, andb each other party to these agreements or arrangements is affiliated with the person or partnership;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046355	tar sands	entreprise bancaire canadienne	bituminous sands or oil shales extracted, otherwise than by a well, from a mineral resource, but, for the purpose of applying sections 13 and 20 and any regulations made for the purpose of paragraph 201a in respect of property acquired after March 6, 1996, includes material extracted by a well from a deposit of bituminous sands or oil shales;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046356	taxable capital gain	société privée sous contrôle canadien	the meaning assigned by section 38;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046357	taxable income	société canadienne	the meaning assigned by subsection 22, except that in no case may a taxpayer s taxable income be less than nil;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046358	taxable income earned in Canada	frais d’aménagement au Canada	a taxpayer s taxable income earned in Canada determined in accordance with Division D of Part I, except that in no case may a taxpayer s taxable income earned in Canada be less than nil;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046359	tax-indifferent investor	frais d’exploration et d’aménagement au Canada	at any time, means a person or partnership that is at that timea a person exempt from tax under section 149,b a non-resident person, other than a person to which all amounts paid or credited under a derivative forward agreement, a synthetic equity arrangement or a specified synthetic equity arrangement, as the case may be, may reasonably be attributed to the business carried on by the person in Canada through a permanent establishment as defined in section 8201 of the Income Tax Regulations in Canada,c a trust resident in Canada other than a specified mutual fund trust if any of the interests as a beneficiary under the trust is not a fixed interest as defined in subsection 251.21 in the trust in this definition referred to as a discretionary trust,d a partnership more than 10% of the fair market value of all interests in which can reasonably be considered to be held, directly or indirectly through one or more trusts or partnerships, by any combination of persons described in paragraphs a to c, ore a trust resident in Canada other than a specified mutual fund trust or a discretionary trust if more than 10% of the fair market value of all interests as beneficiaries under the trust can reasonably be considered to be held, directly or indirectly through one or more trusts or partnerships, by any combination of persons described in paragraph a or c;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046360	10/8 policy	frais d’exploration au Canada	a life insurance policy other than an annuity wherea an amount is or may becomei payable, under the terms of a borrowing, to a person or partnership that has been assigned an interest in the policy or in an investment account in respect of the policy, orii payable within the meaning assigned by the definition amount payable in subsection 13812 under a policy loan as defined in subsection 1489 made in accordance with the terms and conditions of the policy, andb eitheri the return credited to an investment account in respect of the policyA is determined by reference to the rate of interest on the borrowing or policy loan, as the case may be, described in paragraph a, andB would not be credited to the account if the borrowing or policy loan, as the case may be, were not in existence, orii the maximum amount of an investment account in respect of the policy is determined by reference to the amount of the borrowing or policy loan, as the case may be, described in paragraph a;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046361	TFSA	traitement préliminaire au Canada	being a tax-free savings account, has the meaning assigned by subsection 146.25;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046362	timber resource property	frais à l’égard de biens canadiens relatifs au pétrole et au gaz	the meaning assigned by subsection 1321;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046363	Treasury Board	société de personnes canadienne	the Treasury Board established by section 5 of the Financial Administration Act;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046364	trust account number	bien canadien immeuble, réel ou minier	the number other than a business numbera used by the Minister to identify a trust, andb of which the Minister has notified the trust;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046365	unit trust	société de personnes résidant au Canada	the meaning assigned by subsection 1082;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046366	zero-emission passenger vehicle	avoir minier canadien	of a taxpayer, means an automobile of the taxpayer that is included in Class 54 of Schedule II to the Income Tax Regulations;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046367	zero-emission vehicle	dividende en capital	of a taxpayer, means a motor vehicle thata is a plug-in hybrid that meets prescribed conditions or is fullyi electric, orii powered by hydrogen,b is acquired, and becomes available for use, by the taxpayer after March 18, 2019 and before 2028,c does not meet any of the following conditions:i it is a vehicle in respect of which the taxpayer has, at any time, made an election under subsection 11032j of the Income Tax Regulations,ii it is a vehicle in respect of which assistance has been paid by the Government of Canada under a prescribed program, andiii if the vehicle was acquired before March 2, 2020, eitherA it has been used, or acquired for use, for any purpose before it was acquired by the taxpayer, orB it is a vehicle in respect of which an amount has been deducted under paragraph 201a or subsection 2016 by another person or partnership, andd would be an accelerated investment incentive property of the taxpayer if subsection 11044 of the Income Tax Regulations were read without its exclusions for property included in Class 54 or Class 55 of Schedule II to those Regulations.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046368	disclaimer	immobilisation	a renunciation of a succession made under the laws of the Province of Quebec that is not made in favour of any person, but does not include any disclaimer made after the period ending 36 months after the death of the taxpayer unless written application therefor has been made to the Minister by the taxpayer s legal representative within that period and the disclaimer is made within such longer period as the Minister considers reasonable in the circumstances;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046369	release or surrender	méthode de comptabilité de caisse	a a release or surrender made under the laws of a province other than the Province of Quebec that does not direct in any manner who is entitled to benefit therefrom, orb a gift inter vivos made under the laws of the Province of Quebec of an interest in, or right to property of, a succession that is made to the person or persons who would have benefited if the donor had made a renunciation of the succession that was not made in favour of any person,and that is made within the period ending 36 months after the death of the taxpayer or, where written application therefor has been made to the Minister by the taxpayer s legal representative within that period, within such longer period as the Minister considers reasonable in the circumstances.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046370	related group	fiducie pour l’entretien d’un cimetière	a group of persons each member of which is related to every other member of the group;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046371	unrelated group	conjoint de fait	a group of persons that is not a related group.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046372	affiliated group of persons	union de fait	a group of persons each member of which is affiliated with every other member.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046373	contributor	action ordinaire	to a trust, means a person who has at any time made a loan or transfer of property, either directly or indirectly, in any manner whatever, to or for the benefit of the trust other than, if the person deals at arm s length with the trust at that time and is not immediately after that time a majority-interest beneficiary of the trust,a a loan made at a reasonable rate of interest; orb a transfer made for fair market value consideration.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046374	controlled	société	controlled, directly or indirectly in any manner whatever.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046375	majority-interest beneficiary	société constituée au Canada	the same meaning as in subsection 251.13 read without reference to the expression  , if any,  in the definition majority-interest beneficiary in that subsection.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046376	majority-interest group of beneficiaries	caisse de crédit	the same meaning as in subsection 251.13.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046377	fixed interest	prestation consécutive au décès	at any time of a person in a trust, means an interest of the person as a beneficiary in this definition, determined without reference to subsection 24825 under the trust provided that no amount of the income or capital of the trust to be distributed at any time in respect of any interest in the trust depends on the exercise by any person of, or the failure by any person to exercise, any discretionary power, other than a power in respect of which it is reasonable to conclude thata the power is consistent with normal commercial practice;b the power is consistent with terms that would be acceptable to the beneficiaries under the trust if the beneficiaries were dealing with each other at arm s length; andc the exercise of, or failure to exercise, the power will not materially affect the value of an interest as a beneficiary under the trust relative to the value of other such interests under the trust.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046378	investment fund	régime de participation différée aux bénéfices	at any time, means a trust, ifa at all times throughout the period that begins at the later of March 21, 2013 and the end of the calendar year in which it is created and that ends at that time, the trust has a class of units outstanding that complies with the conditions prescribed for the purposes of paragraph 1326c determined without reference to paragraph 4801b of the Income Tax Regulations; andb at all times throughout the period that begins at the later of March 21, 2013 and the time of its creation and that ends at that time, the trusti is resident in Canada,ii has no beneficiaries who may for any reason receive directly from the trust any of the income or capital of the trust, other than beneficiaries whose interests as beneficiaries under the trust are fixed interests described by reference to units of the trust,iii follows a reasonable policy of investment diversification,iv limits its undertaking to the investing of its funds in property,v does not alone, or as a member of a group of persons, control a corporation, andvi does not holdA property that the trust, or a person with which the trust does not deal at arm s length, uses in carrying on a business,B real or immovable property, an interest in real property or an immovable, or a real right in an immovable,C Canadian resource property, foreign resource property, or an interest or right in Canadian resource property or foreign resource property, orD more than 20% of the securities of any class of securities of a person other than an investment fund or a mutual fund corporation that would meet the conditions in this paragraph, other than in subparagraph ii, if it were a trust, unless at that timeI the securities other than liabilities of the person held by the trust have a total fair market value that is no more than 10% of the equity value of the person, andII the liabilities of the person held by the trust have a total fair market value that is no more than 10% of the fair market value of all of the liabilities of the person.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046379	majority-interest group of partners	bien amortissable	the same meaning as in subsection 251.13.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046380	attribute trading restriction	contrat dérivé à terme	a restriction on the use of a tax attribute arising on the application, either alone or in combination with other provisions, of any of this section, subsections 1010 and 1324, section 37, subsections 6611.4 and 11.5, 66.710 and 11, 6911 and 881.1 and 1.2, sections 111 and 127, subsections 181.17, 190.16 and 2494, section 251.2 and subsection 2567.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046381	specified provision	bien d’assurance désigné	any of subsections 1010 and 1324, paragraph 371h, subsections 6611.4 and 11.5, 66.710 and 11, 6911 and 1114 to 5.3, paragraphs j and k of the definition investment tax credit in subsection 1279, subsections 181.17 and 190.16, section 251.2 and any provision of similar effect.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046382	designated provisions	bourse de valeurs désignée	sections 146 and 146.1 to 146.4 and Parts X, XI.01 and XI.1, as they apply in respect of investments that are not qualified investments for a trust, and Part X.2;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046383	specified taxpayer	dividende	a taxpayer that is a registered investment or that is described in any of paragraphs 1491r, s, u to u.2 and x.	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046384	qualified security	mécanisme de transfert de dividendes	a a share of a class of the capital stock of a corporation that is listed on a stock exchange or of a class of the capital stock of a corporation that is a public corporation by reason of the designation of the class by the corporation in an election made under subparagraph bi of the definition public corporation in subsection 891 or by the Minister in a notice to the corporation under subparagraph bii of that definition,b a bond, debenture, note or similar obligation of a corporation described in paragraph a or of a corporation that is controlled by such a corporation,c a bond, debenture, note or similar obligation of or guaranteed by the government of any country, province, state, municipality or other political subdivision, or a corporation, commission, agency or association controlled by any such person,d a warrant, right, option or similar instrument with respect to a share described in paragraph a, ore a qualified trust unit;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
GCDE:0046385	qualified trust unit	action de mécanisme de transfert de dividendes ou AMTD	an interest, as a beneficiary under a trust, that is listed on a stock exchange;	https://laws-lois.justice.gc.ca/eng/acts/I-3.3/FullText.html	'Income Tax Act: R.S.C.: , 1985, c. 1 (5th Supp.)'
