ID	Label	Entity Short Form	Tags	Type	SubType	Description	OrgClass	OrgSubType	Portfolio	URL	Source of Entry	Admin Notes	Data Provider	Record Status	Last Modified By	Created	French Entity Full Name	French Short Form	French Description	French URL
GCDE:0004306	Air Quality – Peak ambient ozone concentrations at monitoring stations - Canada		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/7796058d-507f-4b6d-b169-8c6af60c5916	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004307	Air quality – Peak ambient sulphur dioxide concentrations at monitoring stations -  Canada		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/69801f21-d91c-44af-9097-30a5a3ba2712	From OPEN DATA and From FGP		Environment and Climate Change Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0001996	Alberta Government 		PTGovernment, Climate, OpenGov	Organizations	Other Government	Provincial government of Alberta	PT+ FN			https://www.alberta.ca/index.aspx				Legacy	Thom Kearney	12/6/2021	Gouvernement de l'Alberta 			
GCDE:0000034	Algonquin College			Organizations	Learning provider	Experiential learning institution	Learning Provider		Innovation Science and Industry	https://www.algonquincollege.com/about/	Original Prototype			Legacy	Thom Kearney	1/27/2021	Collège Algonquin		tablissement dapprentissage par lexprience	https://www.algonquincollege.com/about/
GCDE:0004840	All GC Departments			Organizations			Government of Canada				Open Gov Quest May 2022			Essential data complete	Thom Kearney	5/3/2022	Tous les départements			
GCDE:0005008	Amii		DataLiteracy 	Organizations	Learning provider	Were focused on inspiring worldchanging machine intelligence, for good and for all, through advice and guidance, talent development, corporate training and advanced research. Alberta based AI Ecosystem, they do training, advanced education, research and consulting.  Part of Government of Canadas PanCanadian AI Strategy	NGO			https://www.amii.ca/about/what-we-do/				Essential data complete	Thom Kearney	6/7/2022				
GCDE:0004308	Annual area burned by large fires (>200 hectares) - Long-term (2071-2100) under RCP 2.6		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/2d28cce2-5a68-40bd-aa1d-3b6c1520ca81	From OPEN DATA and From FGP		Natural Resources Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004309	Annual area burned by large fires (>200 hectares) - Long-term (2071-2100) under RCP 8.5		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/f5c63b7b-7d05-49df-907a-910d178466d9	From OPEN DATA and From FGP		Natural Resources Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004310	Annual area burned by large fires (>200 hectares) - Medium-term (2041-2070) under RCP 8.5		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/f2997015-1cd7-4407-b58d-1bfcbb4a8290	From OPEN DATA and From FGP		Natural Resources Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004311	Annual area burned by large fires (>200 hectares) - Reference Period (1981-2010)		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/147db6a1-84a5-46fa-aa47-5305cbaa210d	From OPEN DATA and From FGP		Natural Resources Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004312	Annual area burned by large fires (>200 hectares) - Short-term (2011-2040) under RCP 8.5		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/848275de-bd08-4937-b8dd-f666e575b775	From OPEN DATA and From FGP		Natural Resources Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004313	Annual area burned by large fires (>200 hectares) across Canada		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/779f9b2d-d010-4ddc-b3b3-57a9ac7631b2	From OPEN DATA and From FGP		Natural Resources Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004314	Annual Solar Radiation 1971-2000		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	PT+ FN			https://gcgeo.gc.ca/geonetwork/metadata/eng/2101b8fe-9b28-4a7d-91f2-dd22fd7082be	From OPEN DATA and From FGP		Alberta Government 	Legacy	Thom Kearney	2/11/2022				
GCDE:0004315	Annual Total Precipitation 1971-2000		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	PT+ FN			https://gcgeo.gc.ca/geonetwork/metadata/eng/3fad86e2-2a36-406d-a08a-bff5f3083fa6	From OPEN DATA and From FGP		Alberta Government 	Legacy	Thom Kearney	2/11/2022				
GCDE:0000087	API Store		OpenGov, DataCatalog	Programs and Services	Resources	GC onestop shop for Application Programming Interfaces APIs.	GC Interdepartmental			https://api.canada.ca/en/homepage	Original Prototype			Legacy	Thom Kearney	1/27/2021	Masazin des API		Le guichet unique du GC pour les interfaces de programmation dapplications API.	https://api.canada.ca/fr/accueil
GCDE:0005341	APIs: Data Waiters   in Disguise		DataLiteracy 	Knowledge Sharing Product	Videos	In this episode, were experimenting. Ive drawn from a fun, indepth interview with folks from the API Store team and Transport Canada and distilled what I think are the most interesting, relevant, applicable parts. I laid the parts out Q  A style and edited the quotes to improve flow and readability. The podcast is available via Soundcloud at the end of the episode.	Government of Canada			https://busrides-trajetsenbus.csps-efpc.gc.ca/en/ep-19-en				New - Awaiting review	Thom Kearney	1/3/2023	Digital Learning Resources list			
GCDE:0000035	Apolitical		DataLiteracy 	Organizations	Learning provider	UK based, codesigned and funded by governments, Apolitical offers events, courses, articles and guides on Public Service issues.	Learning Provider		Government Operations	https://apolitical.co/search?search=Data	Original Prototype			Legacy	Anonymous	1/27/2021	Apolitical		tablie au RoyaumeUni, lorganisation Apolitical a t conçue conjointement par des gouvernements et elle est finance par eux. Lorganisation propose des activits, des cours, des articles et des guides sur des questions lies  la fonction publique.	https://apolitical.co/search?search=Data
GCDE:0005318	Apolitical - Building Multidisciplinary Teams		DigitalTalent	Knowledge Sharing Product		Short video on Building Multidisciplinary Teams by Dea De Jarisco, BC Government, Digital Talent Lead.	Other Government, Consultancy			https://vimeo.com/537731054				New - Awaiting review	Thom Kearney	1/3/2023				
GCDE:0005228	APS Career Pathfinder		DigitalTalent	Programs and Services		Australian Government Tool that helps applicants assess their skills based on roles mapped to skills frameworks like SFIA.	Other Government			https://aps-career-pathfinder.digitalprofession.gov.au/				New - Awaiting review	Thom Kearney	10/12/2022				
GCDE:0005139	Architect Professional Certification Program (APCP) Evolution Working Group!		EA	Working Groups		Welcome to the Architect Professional Certification Program APCP Evolution Working Group The goal of the working group is to refine the APCP, led by SSC. We continue to identify new requirements with our GC partners and we seek to define new opportunities for the program to support the training requirements of our partners.	GC Interdepartmental			https://gcxgce.sharepoint.com/teams/0299/?ovuser=6397df10-4595-4047-9c4f-03311282152b%2cTKEARNEY%40tbs-sct.gc.ca&OR=Teams-HL&CT=1663767458399&clickparams=eyJBcHBOYW1lIjoiVGVhbXMtRGVza3RvcCIsIkFwcFZlcnNpb24iOiIyNy8yMjA3MzEwMTAwNSIsIkhhc0ZlZGVyYXRlZFVzZXIiOnRydWV9		there are things like videos and learning competencies somewhere in this group.		Essential data complete	Thom Kearney	9/22/2022				
GCDE:0004702	ARCHIVESCANADA			Knowledge Sharing Product	Resources	ARCHIVESCANADA.ca is an official archival portal maintained by the  Canadian Council of Archives CCA, and is a joint initiative of CCA, the Provincial and Territorial Archival Networks, and Library and Archives Canada LAC. All archival descriptions and links contained in the searchable database are provided by provincial and territorial councils, their members, and LAC.	NGO			http://www.archivescanada.ca/				Legacy	Thom Kearney	3/22/2022	ARCHIVESCANADA		ARCHIVESCANADA.ca est un portail archivistique officiel maintenu par le  Conseil canadien des archives CCA, et est une initiative commune du CCA, des rseaux darchives provinciaux et territoriaux, et Bibliothque et Archives Canada BAC. Toutes les descriptions archivistiques et les liens contenus dans la base de donnes recherchable sont fournis par les conseils provinciaux et territoriaux et leurs membres, ainsi que BAC.	http://www.archivescanada.ca/homeFR?lang=fr
GCDE:0000147	Arctic and Northern Policy Framework 		Codevelopment, Indigenous, Science, Climate	Policy Instruments	Framework	The Arctic and Northern Policy Framework is a response to change in the region. The framework represents an opportunity for Arctic and northern people, and their institutions, municipalities, organizations and governments, to come together with the federal government to shape and direct change toward better outcomes.	PT+ FN			https://www.rcaanc-cirnac.gc.ca/eng/1560523306861/1560523330587	D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021	Cadre stratégique pour l'Arctique et le Nord du Canada		Le Cadre stratgique pour lArctique et le Nord rpond  un changement dans la rgion. Le cadre reprsente une occasion pour les habitants de lArctique et du Nord et leurs institutions, leurs municipalits, leurs organisations et leurs gouvernements de se joindre au gouvernement fdral afin de façonner et de diriger le changement dans le but dobtenir de meilleurs rsultats.	https://www.rcaanc-cirnac.gc.ca/fra/1560523306861/1560523330587
GCDE:0000822	ArGIS Living Atlas of the World - Canada Edition		DataSource, Climate	Data Sources	Data Sources	Data and Maps	NGO			https://livingatlas.arcgis.com/en/browse/#d=3&srt=recent&rgnCode=CA				Legacy	Thom Kearney	9/15/2021	ArGIS Living Atlas of the World - Canada Edition			https://livingatlas.arcgis.com/en/browse/#d=3&srt=recent&rgnCode=CA
GCDE:0004316	Argo Canada		Climate, Geospatial	Dataset	Geospatial	Geospatial Dataset	Government of Canada			https://gcgeo.gc.ca/geonetwork/metadata/eng/91b0c61a-85cf-487c-8389-0baf4bb6d8f9	From OPEN DATA and From FGP		Fisheries and Oceans Canada	Legacy	Thom Kearney	2/11/2022				
GCDE:0004727	Artificial Intelligence and Data Science Group		DataCentric , AI	Communities	Communities		GC Interdepartmental			https://gcconnex.gc.ca/discussion/owner/62219803				Legacy	Thom Kearney	3/24/2022				
GCDE:0004770	Artificial Intelligence Is Here Series		AI	Knowledge Sharing Product	Videos	Offered in partnership with the Schwartz Reisman Institute for Technology and Society, this event series will explore the foundations and future directions of artificial intelligence AI and its implications on the work Canadian public servants perform. Topics covered in this series include key concepts and terminology in AI, legal and regulatory systems considerations, and the risks and opportunities of AI.	Government of Canada			https://csps-efpc.gc.ca/events/artificial-intelligence-here-series/index-eng.aspx				Legacy	Thom Kearney	3/31/2022	Série L'intelligence artificielle est à nos portes		Offerte en partenariat avec lInstitut Schwartz Reisman pour la technologie et la socit, cette srie dvnements permettra dexplorer les fondements et les orientations futures de lintelligence artificielle IA, ainsi que la manire dont celleci influe sur le travail des fonctionnaires au Canada. La srie portera notamment sur la terminologie et les concepts importants de lIA, les aspects de lIA lis aux systmes juridiques et de rglementation, et les risques et possibilits que prsente lIA.	https://csps-efpc.gc.ca/events/artificial-intelligence-here-series/index-fra.aspx
GCDE:0000481	Artificial Intelligence Policy Community of Practice 		DataCentric , AI	Communities	Communities	GCcollab interdepartmental community that supports the development and adoption of AI policy in the Government of Canada GC.   240 members as of July 2022.	GC Interdepartmental			https://gccollab.ca/groups/profile/3567531/enartificial-intelligence-policy-community-of-practicefrcommunautu00e9-de-pratique-sur-les-politiques-en-matiu00e8re-du2019intelligence-artificielle-cppia				Legacy	Thom Kearney	6/9/2021	La Communauté de pratique des politiques sur l’intelligence artificielle (CPPIA)		La Communaut de pratique des politiques sur lintelligence artificielle CPPIA, anciennement appele le Groupe de travail sur lintelligence artificielle GTIA, est une communaut interministrielle qui appuie llaboration et ladoption de politiques dIA dans le gouvernement du Canada. La CPPIA est un forum qui servira  diffuser des renseignements,  rseauter avec des homologues dautres ministres et organismes du gouvernement, et  participer aux groupes de travail visant  examiner ou produire des documents, des rapports et des analyses en lien aux politiques de lIA. La CPPIA est coprside par le SCT, AMC et ISDE, et accueille des membres qui travaillent sur des politiques de lIA de tous les ministres. La CPPIA convoque lensemble de ses membres sur une base trimestrielle, avec des groupes de travail thmatiques supplmentaires plus petits se runissant sur une base mensuelle.	https://gccollab.ca/groups/profile/3567531/enartificial-intelligence-policy-community-of-practicefrcommunautu00e9-de-pratique-sur-les-politiques-en-matiu00e8re-du2019intelligence-artificielle-cppia
GCDE:0000480	Artificial Intelligence Policy Workspace		DataCentric , AI	Working Groups	Working Groups	The workspace for the upcoming paper Responsible Artificial Intelligence in the Government of Canada. This is where we will work together to build a policy framework for the implementation of AI applications in federal institutions.	GC Interdepartmental			https://gccollab.ca/groups/profile/84765/enartificial-intelligence-policy-workspacefrpolitique-de-lintelligence-artificielle-espace-de-travail				Legacy	Thom Kearney	6/9/2021	Politique de l'Intelligence Artificielle - Espace de travail		Bienvenue  lespace de travail pour le document  venir «Lintelligence artificielle responsable au sein du gouvernement du Canada». Cest l que nous travaillerons ensemble pour laborer un cadre stratgique pour la mise en œuvre des applications de lIA dans les institutions...	https://gccollab.ca/groups/profile/84765/enartificial-intelligence-policy-workspacefrpolitique-de-lintelligence-artificielle-espace-de-travail
GCDE:0004966	Artificial Intelligence Practitioners and Users Network		OpenGov, AI	Communities	Communities	This GCcollab group seeks to connect those with an interest in collaborating on AI development and use.  It serves as a space to share documents and information, to discuss interesting topics, and to leverage the collective experience of group participants.	Government of Canada			https://gccollab.ca/groups/about/449284				Legacy	Thom Kearney	6/6/2022				
GCDE:0000179	Assembly of First Nations (AFN)	AFN	Indigenous	Organizations	Non-profit organization	The Assembly of First Nations AFN is a political organization representing approximately 900,000 First Nations citizens inCanada. TheAFNadvocates on behalf of First Nations on issues such as treaties, Indigenous rights, and land and resources.	PT+ FN		Indigenous	https://www.afn.ca/Home/	D.Prosser (CIRNAC)			Legacy	Thom Kearney	6/1/2021	Assemblée des Premières Nations		LAssemble des Premires Nations APN est une organisation nationale de dfense des intrêts qui reprsente les citoyens des Premires Nations au Canada, c.d. plus de 900 000 personnes rparties dans 634 communauts des Premires Nations, villes et villages au pays.	https://www.afn.ca/fr/accueil/
